_id,doi,language,method,method2,measurement,validation
1908,10.1080/19312458.2019.1594741,cz,man,Manual,quali,discussion & demonstration
1909,10.1080/19312458.2019.1594741,cz,dcs,Unsupervised,quali,discussion & demonstration
1910,10.1080/19312458.2019.1594741,pl,man,Manual,quali,discussion & demonstration
1911,10.1080/19312458.2019.1594741,pl,dcs,Unsupervised,quali,discussion & demonstration
1912,10.1080/19312458.2019.1594741,sf,man,Manual,quali,discussion & demonstration
1913,10.1080/19312458.2019.1594741,sf,dcs,Unsupervised,quali,discussion & demonstration
1914,10.1080/19312458.2019.1594741,bg,man,Manual,quali,discussion & demonstration
1915,10.1080/19312458.2019.1594741,bg,dcs,Unsupervised,quali,discussion & demonstration
1916,10.1080/19312458.2019.1594741,lv,man,Manual,quali,discussion & demonstration
1917,10.1080/19312458.2019.1594741,lv,dcs,Unsupervised,quali,discussion & demonstration
1918,10.1080/19312458.2019.1594741,ro,man,Manual,quali,discussion & demonstration
1919,10.1080/19312458.2019.1594741,ro,dcs,Unsupervised,quali,discussion & demonstration
1920,10.1080/19312458.2019.1594741,sr,man,Manual,quali,discussion & demonstration
1921,10.1080/19312458.2019.1594741,sr,dcs,Unsupervised,quali,discussion & demonstration
1922,10.1080/19312458.2019.1594741,ee,man,Manual,quali,discussion & demonstration
1923,10.1080/19312458.2019.1594741,ee,dcs,Unsupervised,quali,discussion & demonstration
1924,10.1080/19312458.2019.1594741,sl,man,Manual,quali,discussion & demonstration
1925,10.1080/19312458.2019.1594741,sl,dcs,Unsupervised,quali,discussion & demonstration
1926,10.1080/19312458.2019.1594741,li,man,Manual,quali,discussion & demonstration
1927,10.1080/19312458.2019.1594741,li,dcs,Unsupervised,quali,discussion & demonstration
1928,10.1080/19312458.2019.1594741,sk,man,Manual,quali,discussion & demonstration
1929,10.1080/19312458.2019.1594741,sk,dcs,Unsupervised,quali,discussion & demonstration
1930,10.1111/ajps.12526,en,lda,Unsupervised,relas,discussion & demonstration
1931,10.1111/ajps.12526,cn,lda,Unsupervised,relas,discussion & demonstration
1932,10.1111/jcom.12259,en,sml,Supervised,theme,discussion
1933,10.1111/jcom.12259,en,sml,Supervised,quali,discussion
1934,10.1111/jcom.12259,de,sml,Supervised,theme,discussion
1935,10.1111/jcom.12259,de,sml,Supervised,quali,discussion
1936,10.1111/jcom.12259,es,sml,Supervised,theme,discussion
1937,10.1111/jcom.12259,es,sml,Supervised,quali,discussion
1938,10.1111/jcom.12259,gr,sml,Supervised,theme,discussion
1939,10.1111/jcom.12259,gr,sml,Supervised,quali,discussion
1940,10.1111/jcom.12272,en,dct,Rule-based,frame,discussion & demonstration
1941,10.1111/jcom.12272,en,dct,Rule-based,relas,discussion & demonstration
1942,10.1111/jcom.12272,de,dct,Rule-based,frame,discussion & demonstration
1943,10.1111/jcom.12272,de,dct,Rule-based,relas,discussion & demonstration
1944,10.1111/jcom.12272,fr,dct,Rule-based,frame,discussion & demonstration
1945,10.1111/jcom.12272,fr,dct,Rule-based,relas,discussion & demonstration
1946,10.1111/jcom.12272,he,dct,Rule-based,frame,discussion & demonstration
1947,10.1111/jcom.12272,he,dct,Rule-based,relas,discussion & demonstration
1948,10.1111/jcom.12272,ar,dct,Rule-based,frame,discussion & demonstration
1949,10.1111/jcom.12272,ar,dct,Rule-based,relas,discussion & demonstration
1950,10.1111/pops.12308,en,key,Rule-based,theme,no validation attempt
1951,10.1111/pops.12308,ph,key,Rule-based,theme,no validation attempt
1952,10.1111/pops.12327,en,nlp,Rule-based,forma,no validation attempt
1953,10.1111/pops.12327,pt,nlp,Rule-based,forma,no validation attempt
1954,10.1111/pops.12327,ar,nlp,Rule-based,forma,no validation attempt
1955,10.1111/pops.12478,en,man,Manual,theme,discussion
1956,10.1111/pops.12478,en,man,Manual,senti,discussion
1957,10.1111/pops.12478,en,man,Manual,quali,discussion
1958,10.1111/pops.12478,en,lnk,Rule-based,theme,discussion
1959,10.1111/pops.12478,en,lnk,Rule-based,senti,discussion
1960,10.1111/pops.12478,en,lnk,Rule-based,quali,discussion
1961,10.1111/pops.12478,en,sml,Supervised,theme,discussion
1962,10.1111/pops.12478,en,sml,Supervised,senti,discussion
1963,10.1111/pops.12478,en,sml,Supervised,quali,discussion
1964,10.1111/pops.12478,es,man,Manual,theme,discussion
1965,10.1111/pops.12478,es,man,Manual,senti,discussion
1966,10.1111/pops.12478,es,man,Manual,quali,discussion
1967,10.1111/pops.12478,es,lnk,Rule-based,theme,discussion
1968,10.1111/pops.12478,es,lnk,Rule-based,senti,discussion
1969,10.1111/pops.12478,es,lnk,Rule-based,quali,discussion
1970,10.1111/pops.12478,es,sml,Supervised,theme,discussion
1971,10.1111/pops.12478,es,sml,Supervised,senti,discussion
1972,10.1111/pops.12478,es,sml,Supervised,quali,discussion
1973,10.1111/pops.12478,ru,man,Manual,theme,discussion
1974,10.1111/pops.12478,ru,man,Manual,senti,discussion
1975,10.1111/pops.12478,ru,man,Manual,quali,discussion
1976,10.1111/pops.12478,ru,lnk,Rule-based,theme,discussion
1977,10.1111/pops.12478,ru,lnk,Rule-based,senti,discussion
1978,10.1111/pops.12478,ru,lnk,Rule-based,quali,discussion
1979,10.1111/pops.12478,ru,sml,Supervised,theme,discussion
1980,10.1111/pops.12478,ru,sml,Supervised,senti,discussion
1981,10.1111/pops.12478,ru,sml,Supervised,quali,discussion
1982,10.1111/pops.12478,tr,man,Manual,theme,discussion
1983,10.1111/pops.12478,tr,man,Manual,senti,discussion
1984,10.1111/pops.12478,tr,man,Manual,quali,discussion
1985,10.1111/pops.12478,tr,lnk,Rule-based,theme,discussion
1986,10.1111/pops.12478,tr,lnk,Rule-based,senti,discussion
1987,10.1111/pops.12478,tr,lnk,Rule-based,quali,discussion
1988,10.1111/pops.12478,tr,sml,Supervised,theme,discussion
1989,10.1111/pops.12478,tr,sml,Supervised,senti,discussion
1990,10.1111/pops.12478,tr,sml,Supervised,quali,discussion
1991,10.1111/pops.12478,ua,man,Manual,theme,discussion
1992,10.1111/pops.12478,ua,man,Manual,senti,discussion
1993,10.1111/pops.12478,ua,man,Manual,quali,discussion
1994,10.1111/pops.12478,ua,lnk,Rule-based,theme,discussion
1995,10.1111/pops.12478,ua,lnk,Rule-based,senti,discussion
1996,10.1111/pops.12478,ua,lnk,Rule-based,quali,discussion
1997,10.1111/pops.12478,ua,sml,Supervised,theme,discussion
1998,10.1111/pops.12478,ua,sml,Supervised,senti,discussion
1999,10.1111/pops.12478,ua,sml,Supervised,quali,discussion
2000,10.1177/0010414019830736,en,dct,Rule-based,thing,discussion & demonstration
2001,10.1177/0010414019830736,en,dct,Rule-based,theme,discussion & demonstration
2002,10.1177/0010414019830736,de,dct,Rule-based,thing,discussion & demonstration
2003,10.1177/0010414019830736,de,dct,Rule-based,theme,discussion & demonstration
2004,10.1177/0010414019830736,nl,dct,Rule-based,thing,discussion & demonstration
2005,10.1177/0010414019830736,nl,dct,Rule-based,theme,discussion & demonstration
2006,10.1177/0010414019830736,es,dct,Rule-based,thing,discussion & demonstration
2007,10.1177/0010414019830736,es,dct,Rule-based,theme,discussion & demonstration
2008,10.1177/0010414019830736,dk,dct,Rule-based,thing,discussion & demonstration
2009,10.1177/0010414019830736,dk,dct,Rule-based,theme,discussion & demonstration
2010,10.1177/0010414019830736,cz,dct,Rule-based,thing,discussion & demonstration
2011,10.1177/0010414019830736,cz,dct,Rule-based,theme,discussion & demonstration
2012,10.1177/0093650218815383,fr,dct,Rule-based,quali,discussion
2013,10.1177/0093650218815383,he,dct,Rule-based,quali,discussion
2014,10.1177/0093650218815383,ar,dct,Rule-based,quali,discussion
2015,10.1177/0267323118810843,en,nlp,Rule-based,senti,no validation attempt
2016,10.1177/0267323118810843,de,nlp,Rule-based,senti,no validation attempt
2017,10.1177/0267323118810843,nl,nlp,Rule-based,senti,no validation attempt
2018,10.1177/0267323118810843,fr,nlp,Rule-based,senti,no validation attempt
2019,10.1177/0267323118810843,es,nlp,Rule-based,senti,no validation attempt
2020,10.1177/0267323118810843,it,nlp,Rule-based,senti,no validation attempt
2021,10.1177/0267323118810843,dk,nlp,Rule-based,senti,no validation attempt
2022,10.1177/0267323118810843,pl,nlp,Rule-based,senti,no validation attempt
2023,10.1177/0267323120909288,en,dct,Rule-based,thing,discussion & demonstration
2024,10.1177/0267323120909288,en,dct,Rule-based,const,discussion & demonstration
2025,10.1177/0267323120909288,en,dct,Rule-based,senti,discussion & demonstration
2026,10.1177/0267323120909288,fr,dct,Rule-based,thing,discussion & demonstration
2027,10.1177/0267323120909288,fr,dct,Rule-based,const,discussion & demonstration
2028,10.1177/0267323120909288,fr,dct,Rule-based,senti,discussion & demonstration
2029,10.1177/1464884916688292,en,dct,Rule-based,thing,no validation attempt
2030,10.1177/1464884916688292,de,dct,Rule-based,thing,no validation attempt
2031,10.1177/1464884916688292,fr,dct,Rule-based,thing,no validation attempt
2032,10.1177/1464884916688292,es,dct,Rule-based,thing,no validation attempt
2033,10.1177/1464884916688292,it,dct,Rule-based,thing,no validation attempt
2034,10.1177/1464884916688292,cn,dct,Rule-based,thing,no validation attempt
2035,10.1177/1464884916688292,he,dct,Rule-based,thing,no validation attempt
2036,10.1177/1464884916688292,ru,dct,Rule-based,thing,no validation attempt
2037,10.1177/1464884916688292,ar,dct,Rule-based,thing,no validation attempt
2038,10.1177/1464884916688292,kr,dct,Rule-based,thing,no validation attempt
2039,10.1177/1464884916688292,jp,dct,Rule-based,thing,no validation attempt
2040,10.1177/1940161216674652,en,dct,Rule-based,const,no validation attempt
2041,10.1177/1940161216674652,en,dct,Rule-based,other,no validation attempt
2042,10.1177/1940161216674652,fr,dct,Rule-based,const,no validation attempt
2043,10.1177/1940161216674652,fr,dct,Rule-based,other,no validation attempt
2044,10.1177/1940161216674652,it,dct,Rule-based,const,no validation attempt
2045,10.1177/1940161216674652,it,dct,Rule-based,other,no validation attempt
2046,10.1177/1940161217704968,en,man,Manual,thing,no validation attempt
2047,10.1177/1940161217704968,en,man,Manual,props,no validation attempt
2048,10.1177/1940161217704968,en,key,Rule-based,thing,no validation attempt
2049,10.1177/1940161217704968,en,key,Rule-based,props,no validation attempt
2050,10.1177/1940161217704968,de,man,Manual,thing,no validation attempt
2051,10.1177/1940161217704968,de,man,Manual,props,no validation attempt
2052,10.1177/1940161217704968,de,key,Rule-based,thing,no validation attempt
2053,10.1177/1940161217704968,de,key,Rule-based,props,no validation attempt
2054,10.1177/1940161217704968,fr,man,Manual,thing,no validation attempt
2055,10.1177/1940161217704968,fr,man,Manual,props,no validation attempt
2056,10.1177/1940161217704968,fr,key,Rule-based,thing,no validation attempt
2057,10.1177/1940161217704968,fr,key,Rule-based,props,no validation attempt
2058,10.1177/1940161217723149,en,dct,Rule-based,theme,discussion
2059,10.1177/1940161217723149,nl,dct,Rule-based,theme,discussion
2060,10.1177/1940161217723149,he,dct,Rule-based,theme,discussion
2061,10.1177/1940161218779231,en,dct,Rule-based,thing,no validation attempt
2062,10.1177/1940161218779231,nl,dct,Rule-based,thing,no validation attempt
2063,10.1177/1940161218779231,fr,dct,Rule-based,thing,no validation attempt
2064,10.1177/1940161218779231,it,dct,Rule-based,thing,no validation attempt
2065,10.1177/1940161218779231,dk,dct,Rule-based,thing,no validation attempt
2066,10.1177/1940161218779231,pl,dct,Rule-based,thing,no validation attempt
2067,10.1177/1940161218787046,fr,man,Manual,thing,discussion
2068,10.1177/1940161218787046,fr,man,Manual,const,discussion
2069,10.1177/1940161218787046,fr,man,Manual,quali,discussion
2070,10.1177/1940161218787046,fr,nlp,Rule-based,thing,discussion
2071,10.1177/1940161218787046,fr,nlp,Rule-based,const,discussion
2072,10.1177/1940161218787046,fr,nlp,Rule-based,quali,discussion
2073,10.1177/1940161218787046,es,man,Manual,thing,discussion
2074,10.1177/1940161218787046,es,man,Manual,const,discussion
2075,10.1177/1940161218787046,es,man,Manual,quali,discussion
2076,10.1177/1940161218787046,es,nlp,Rule-based,thing,discussion
2077,10.1177/1940161218787046,es,nlp,Rule-based,const,discussion
2078,10.1177/1940161218787046,es,nlp,Rule-based,quali,discussion
2079,10.1177/1940161218787046,it,man,Manual,thing,discussion
2080,10.1177/1940161218787046,it,man,Manual,const,discussion
2081,10.1177/1940161218787046,it,man,Manual,quali,discussion
2082,10.1177/1940161218787046,it,nlp,Rule-based,thing,discussion
2083,10.1177/1940161218787046,it,nlp,Rule-based,const,discussion
2084,10.1177/1940161218787046,it,nlp,Rule-based,quali,discussion
2085,10.1177/1940161219858704,en,key,Rule-based,senti,discussion & demonstration
2086,10.1177/1940161219858704,de,key,Rule-based,senti,discussion & demonstration
2087,10.1177/1940161219858704,nl,key,Rule-based,senti,discussion & demonstration
2088,10.1177/1940161219858704,fr,key,Rule-based,senti,discussion & demonstration
2089,10.1177/1940161219858704,es,key,Rule-based,senti,discussion & demonstration
2090,10.1177/2056305116686992,en,man,Manual,forma,no validation attempt
2091,10.1177/2056305116686992,en,man,Manual,const,no validation attempt
2092,10.1177/2056305116686992,en,man,Manual,theme,no validation attempt
2093,10.1177/2056305116686992,en,lnk,Rule-based,forma,no validation attempt
2094,10.1177/2056305116686992,en,lnk,Rule-based,const,no validation attempt
2095,10.1177/2056305116686992,en,lnk,Rule-based,theme,no validation attempt
2096,10.1177/2056305116686992,fr,man,Manual,forma,no validation attempt
2097,10.1177/2056305116686992,fr,man,Manual,const,no validation attempt
2098,10.1177/2056305116686992,fr,man,Manual,theme,no validation attempt
2099,10.1177/2056305116686992,fr,lnk,Rule-based,forma,no validation attempt
2100,10.1177/2056305116686992,fr,lnk,Rule-based,const,no validation attempt
2101,10.1177/2056305116686992,fr,lnk,Rule-based,theme,no validation attempt
2102,10.1177/2056305116686992,es,man,Manual,forma,no validation attempt
2103,10.1177/2056305116686992,es,man,Manual,const,no validation attempt
2104,10.1177/2056305116686992,es,man,Manual,theme,no validation attempt
2105,10.1177/2056305116686992,es,lnk,Rule-based,forma,no validation attempt
2106,10.1177/2056305116686992,es,lnk,Rule-based,const,no validation attempt
2107,10.1177/2056305116686992,es,lnk,Rule-based,theme,no validation attempt
2108,10.1177/2056305118764429,en,lnk,Rule-based,other,discussion
2109,10.1177/2056305118764429,de,lnk,Rule-based,other,discussion
2110,10.1177/2056305118764429,es,lnk,Rule-based,other,discussion
2111,10.1177/2056305118764429,ar,lnk,Rule-based,other,discussion
2112,10.1177/2056305118764429,sn,lnk,Rule-based,other,discussion
2113,10.1177/2056305118764429,tm,lnk,Rule-based,other,discussion
2114,10.1177/2056305118764437,en,lnk,Rule-based,frame,no validation attempt
2115,10.1177/2056305118764437,de,lnk,Rule-based,frame,no validation attempt
2116,10.1177/2056305118764437,fr,lnk,Rule-based,frame,no validation attempt
2117,10.1177/2056305118764437,it,lnk,Rule-based,frame,no validation attempt
2118,10.1177/2056305118764437,se,lnk,Rule-based,frame,no validation attempt
2119,10.1177/2056305118764437,tr,lnk,Rule-based,frame,no validation attempt
2120,10.1177/2056305118764437,hu,lnk,Rule-based,frame,no validation attempt
2121,10.1177/2056305119863147,en,man,Manual,types,discussion
2122,10.1177/2056305119863147,en,man,Manual,quali,discussion
2123,10.1177/2056305119863147,en,lnk,Rule-based,types,discussion
2124,10.1177/2056305119863147,en,lnk,Rule-based,quali,discussion
2125,10.1177/2056305119863147,de,man,Manual,types,discussion
2126,10.1177/2056305119863147,de,man,Manual,quali,discussion
2127,10.1177/2056305119863147,de,lnk,Rule-based,types,discussion
2128,10.1177/2056305119863147,de,lnk,Rule-based,quali,discussion
2129,10.1177/2056305119863147,fr,man,Manual,types,discussion
2130,10.1177/2056305119863147,fr,man,Manual,quali,discussion
2131,10.1177/2056305119863147,fr,lnk,Rule-based,types,discussion
2132,10.1177/2056305119863147,fr,lnk,Rule-based,quali,discussion
2133,10.1177/2056305119890882,en,sml,Supervised,attri,discussion & demonstration
2134,10.1177/2056305119890882,en,sml,Supervised,frame,discussion & demonstration
2135,10.1177/2056305119890882,es,sml,Supervised,attri,discussion & demonstration
2136,10.1177/2056305119890882,es,sml,Supervised,frame,discussion & demonstration
2137,10.1177/2056305119890882,it,sml,Supervised,attri,discussion & demonstration
2138,10.1177/2056305119890882,it,sml,Supervised,frame,discussion & demonstration
2139,10.1177/2056305120912481,en,man,Manual,thing,no validation attempt
2140,10.1177/2056305120912481,en,man,Manual,const,no validation attempt
2141,10.1177/2056305120912481,en,man,Manual,senti,no validation attempt
2142,10.1177/2056305120912481,en,sof,Rule-based,thing,no validation attempt
2143,10.1177/2056305120912481,en,sof,Rule-based,const,no validation attempt
2144,10.1177/2056305120912481,en,sof,Rule-based,senti,no validation attempt
2145,10.1177/2056305120912481,de,man,Manual,thing,no validation attempt
2146,10.1177/2056305120912481,de,man,Manual,const,no validation attempt
2147,10.1177/2056305120912481,de,man,Manual,senti,no validation attempt
2148,10.1177/2056305120912481,de,sof,Rule-based,thing,no validation attempt
2149,10.1177/2056305120912481,de,sof,Rule-based,const,no validation attempt
2150,10.1177/2056305120912481,de,sof,Rule-based,senti,no validation attempt
2151,10.3758/s13428-015-0621-0,xx,lnk,Rule-based,forma,discussion & demonstration
2152,10.3758/s13428-020-01406-3,en,nlp,Rule-based,forma,discussion
2153,10.3758/s13428-020-01406-3,de,nlp,Rule-based,forma,discussion
2154,10.3758/s13428-020-01406-3,nl,nlp,Rule-based,forma,discussion
2155,10.3758/s13428-020-01406-3,fr,nlp,Rule-based,forma,discussion
2156,10.3758/s13428-020-01406-3,es,nlp,Rule-based,forma,discussion
2157,10.3758/s13428-020-01406-3,pt,nlp,Rule-based,forma,discussion
2158,10.3758/s13428-020-01406-3,pl,nlp,Rule-based,forma,discussion
2159,10.3758/s13428-020-01406-3,tr,nlp,Rule-based,forma,discussion
2160,10.3758/s13428-020-01406-3,fs,nlp,Rule-based,forma,discussion
2161,10.3758/s13428-020-01406-3,sf,nlp,Rule-based,forma,discussion
2162,10.3758/s13428-020-01406-3,my,nlp,Rule-based,forma,discussion
2163,10.1002/poi3.186,en,man,Manual,thing,NA
2164,10.1002/poi3.186,en,man,Manual,types,NA
2165,10.1002/poi3.186,en,man,Manual,theme,NA
2166,10.1002/poi3.186,cn,man,Manual,thing,NA
2167,10.1002/poi3.186,cn,man,Manual,types,NA
2168,10.1002/poi3.186,cn,man,Manual,theme,NA
2169,10.1002/poi3.219,en,man,Manual,forma,NA
